# author : steffen.schaepe@cern.ch (please report any problems)
# date   : 26/04/2015
# update :
# brief  : GMSB grid with all processes, including all sl-sl. Cross sections are provided in pb
# command: SUSYCrossSectionSubmit.py --tev 13 --dir <slha-dir> --prun --griduser schaepe --prunoptions '--cmtConfig=x86_64-slc6-gcc47-opt' --process gg,sg,ss,sb,tb,ns,ng,nn
# command: SUSYCrossSectionSubmit.py --tev 13 --dir <slha-dir> --prun --griduser schaepe --prunoptions '--cmtConfig=x86_64-slc6-gcc47-opt' --process ll --ipart1 1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20
#
# format : datasetID   finalState   XS   k-fac   filterEff   relUncertainty
205124    113      0.0001334856   1.00000000    1.00000000   0.06378514
205124    114      0.0000154385   1.00000000    1.00000000   0.07184499
205124    115      0.0002147497   1.00000000    1.00000000   0.06068746
205124    116      0.0000418050   1.00000000    1.00000000   0.06872417
205124    117      0.0000913736   1.00000000    1.00000000   0.07602927
205124    118      0.0000160349   1.00000000    1.00000000   0.08814494
205124    122      0.0000216903   1.00000000    1.00000000   0.07830640
205124    123      0.0021808726   1.00000000    1.00000000   0.06805047
205124    124      0.0000644843   1.00000000    1.00000000   0.07643340
205124    125      0.0065511876   1.00000000    1.00000000   0.06715512
205124    126      0.0000937072   1.00000000    1.00000000   0.07286420
205124    127      0.0025858816   1.00000000    1.00000000   0.07869307
205124    128      0.0000367286   1.00000000    1.00000000   0.08424707
205124    133      0.0000000147   1.00000000    1.00000000   0.07082737
205124    134      0.0005704184   1.00000000    1.00000000   0.07095857
205124    135      0.0032546004   1.00000000    1.00000000   0.06679161
205124    136      0.0008166546   1.00000000    1.00000000   0.07015645
205124    137      0.0012676780   1.00000000    1.00000000   0.08226341
205124    138      0.0003049750   1.00000000    1.00000000   0.08694164
205124    144      0.0000505295   1.00000000    1.00000000   0.07866856
205124    145      0.0000812115   1.00000000    1.00000000   0.07315985
205124    146      0.0027678393   1.00000000    1.00000000   0.07230922
205124    147      0.0000319681   1.00000000    1.00000000   0.08435804
205124    148      0.0010194474   1.00000000    1.00000000   0.08757921
205124    157      0.0048386694   1.00000000    1.00000000   0.06810412
205124    158      0.0001592431   1.00000000    1.00000000   0.07222599
205124    167      0.0001588203   1.00000000    1.00000000   0.06975619
205124    168      0.0018940547   1.00000000    1.00000000   0.07088221
205124    201      0.0004154524   1.00000000    1.00000000   0.07675418
205124    202      0.0033223497   1.00000000    1.00000000   0.05766200
205124    203      0.0004028696   1.00000000    1.00000000   0.07309623
205124    204      0.0011331236   1.00000000    1.00000000   0.08022750
205124    205      0.0004330516   1.00000000    1.00000000   0.08612773
205124    206      0.0049145747   1.00000000    1.00000000   0.05559436
205124    207      0.0003976684   1.00000000    1.00000000   0.07499452
205124    208      0.0000338923   1.00000000    1.00000000   0.06468293
205124    209      0.0004188532   1.00000000    1.00000000   0.07360849
205124    210      0.0001014346   1.00000000    1.00000000   0.06083623
205124    211      0.0000434664   1.00000000    1.00000000   0.07767676
205124    212      0.0011219300   1.00000000    1.00000000   0.07996409
205124    213      0.0004297171   1.00000000    1.00000000   0.08803508
205124    216      0.0004154524   1.00000000    1.00000000   0.07675418
205124    217      0.0033363092   1.00000000    1.00000000   0.05793031
205124    218      0.0004033291   1.00000000    1.00000000   0.07381213
205124    219      0.0011331236   1.00000000    1.00000000   0.08022750
205124    220      0.0004330516   1.00000000    1.00000000   0.08612773
205125      1      0.0174751134   1.00000000    1.00000000   0.18775638
205125      2      0.0022137813   1.00000000    1.00000000   0.39227588
205125      3      0.0187616572   1.00000000    1.00000000   0.11921458
205125      4      0.0044499350   1.00000000    1.00000000   0.19499334
205125     61      0.0002701883   1.00000000    1.00000000   0.24360612
205125     62      0.0001255637   1.00000000    1.00000000   0.27320259
205125     71      0.0002640302   1.00000000    1.00000000   0.10449691
205125     72      0.0000955940   1.00000000    1.00000000   0.09660188
205125     73      0.0000027377   1.00000000    1.00000000   0.08640667
205125     74      0.0001550104   1.00000000    1.00000000   0.09131743
205125     75      0.0001448631   1.00000000    1.00000000   0.07980157
205125     76      0.0002459411   1.00000000    1.00000000   0.08371699
205125     77      0.0000466818   1.00000000    1.00000000   0.12262011
205125     78      0.0000804425   1.00000000    1.00000000   0.12614286
205125     81      0.0005727085   1.00000000    1.00000000   0.22481426
205125     82      0.0002312747   1.00000000    1.00000000   0.22900302
205125     83      0.0000016407   1.00000000    1.00000000   0.23610153
205125     84      0.0004186273   1.00000000    1.00000000   0.23452749
205125     85      0.0002694097   1.00000000    1.00000000   0.22562261
205125     86      0.0006349686   1.00000000    1.00000000   0.22520722
205125     87      0.0001394654   1.00000000    1.00000000   0.25003156
205125     88      0.0002319099   1.00000000    1.00000000   0.25440110
205125    111      0.0001308914   1.00000000    1.00000000   0.07144288
205125    112      0.0000024298   1.00000000    1.00000000   0.07365928
205125    113      0.0001343578   1.00000000    1.00000000   0.06787423
205125    114      0.0000156399   1.00000000    1.00000000   0.07371818
205125    115      0.0002128692   1.00000000    1.00000000   0.05922895
205125    116      0.0000417305   1.00000000    1.00000000   0.06541187
205125    117      0.0000908415   1.00000000    1.00000000   0.07553719
205125    118      0.0000159908   1.00000000    1.00000000   0.08857255
205125    122      0.0000211195   1.00000000    1.00000000   0.07743860
205125    123      0.0022050495   1.00000000    1.00000000   0.06611102
205125    124      0.0000643236   1.00000000    1.00000000   0.07795880
205125    125      0.0065451006   1.00000000    1.00000000   0.06737883
205125    126      0.0000934215   1.00000000    1.00000000   0.07216261
205125    127      0.0025832385   1.00000000    1.00000000   0.07930512
205125    128      0.0000367017   1.00000000    1.00000000   0.08671425
205125    133      0.0000000149   1.00000000    1.00000000   0.07496541
205125    134      0.0005656246   1.00000000    1.00000000   0.07019800
205125    135      0.0033034257   1.00000000    1.00000000   0.06811916
205125    136      0.0008106367   1.00000000    1.00000000   0.07012112
205125    137      0.0012742031   1.00000000    1.00000000   0.08203302
205125    138      0.0003020469   1.00000000    1.00000000   0.08343097
205125    144      0.0000512542   1.00000000    1.00000000   0.07784810
205125    145      0.0000812511   1.00000000    1.00000000   0.07267934
205125    146      0.0027987861   1.00000000    1.00000000   0.07332873
205125    147      0.0000320586   1.00000000    1.00000000   0.08562442
205125    148      0.0010278301   1.00000000    1.00000000   0.08716078
205125    157      0.0048402399   1.00000000    1.00000000   0.06783220
205125    158      0.0001576950   1.00000000    1.00000000   0.07293299
205125    167      0.0001578839   1.00000000    1.00000000   0.07164929
205125    168      0.0019057968   1.00000000    1.00000000   0.07041839
205125    201      0.0004154524   1.00000000    1.00000000   0.07675418
205125    202      0.0033388894   1.00000000    1.00000000   0.05748651
205125    203      0.0004029382   1.00000000    1.00000000   0.07291356
205125    204      0.0011331236   1.00000000    1.00000000   0.08022750
205125    205      0.0004330516   1.00000000    1.00000000   0.08612773
205125    206      0.0070316336   1.00000000    1.00000000   0.05296350
205125    207      0.0003843900   1.00000000    1.00000000   0.07442970
205125    208      0.0000630813   1.00000000    1.00000000   0.06434992
205125    209      0.0004304358   1.00000000    1.00000000   0.07259747
205125    210      0.0001965312   1.00000000    1.00000000   0.05569622
205125    211      0.0000852465   1.00000000    1.00000000   0.07636235
205125    212      0.0011111080   1.00000000    1.00000000   0.08000307
205125    213      0.0004258375   1.00000000    1.00000000   0.08861756
205125    216      0.0004154524   1.00000000    1.00000000   0.07675418
205125    217      0.0033447266   1.00000000    1.00000000   0.05762707
205125    218      0.0004033839   1.00000000    1.00000000   0.07391170
205125    219      0.0011331236   1.00000000    1.00000000   0.08022750
205125    220      0.0004330516   1.00000000    1.00000000   0.08612773
205126      1      0.0065161935   1.00000000    1.00000000   0.22618851
205126      2      0.0007242037   1.00000000    1.00000000   0.45547742
205126      3      0.0082522234   1.00000000    1.00000000   0.12841584
205126      4      0.0016224101   1.00000000    1.00000000   0.23249166
205126     61      0.0000955408   1.00000000    1.00000000   0.27923198
205126     62      0.0000405679   1.00000000    1.00000000   0.32197894
205126     71      0.0001233348   1.00000000    1.00000000   0.11160413
205126     72      0.0000376454   1.00000000    1.00000000   0.09638978
205126     73      0.0000008424   1.00000000    1.00000000   0.08592280
205126     74      0.0000690655   1.00000000    1.00000000   0.09164561
205126     75      0.0000550518   1.00000000    1.00000000   0.08696218
205126     76      0.0001074597   1.00000000    1.00000000   0.09733619
205126     77      0.0000178522   1.00000000    1.00000000   0.12501117
205126     78      0.0000351543   1.00000000    1.00000000   0.13202931
205126     81      0.0002806085   1.00000000    1.00000000   0.22938992
205126     82      0.0000962389   1.00000000    1.00000000   0.23465334
205126     83      0.0000005089   1.00000000    1.00000000   0.24148026
205126     84      0.0001987512   1.00000000    1.00000000   0.24336656
205126     85      0.0001145184   1.00000000    1.00000000   0.23232252
205126     86      0.0003024616   1.00000000    1.00000000   0.23053843
205126     87      0.0000552488   1.00000000    1.00000000   0.26278193
205126     88      0.0001077857   1.00000000    1.00000000   0.26563735
205126    111      0.0000772710   1.00000000    1.00000000   0.07103736
205126    112      0.0000015116   1.00000000    1.00000000   0.07736103
205126    113      0.0000770307   1.00000000    1.00000000   0.06441720
205126    114      0.0000084396   1.00000000    1.00000000   0.07188629
205126    115      0.0001263061   1.00000000    1.00000000   0.06219945
205126    116      0.0000214640   1.00000000    1.00000000   0.07156383
205126    117      0.0000516833   1.00000000    1.00000000   0.07716840
205126    118      0.0000078757   1.00000000    1.00000000   0.08819098
205126    122      0.0000091797   1.00000000    1.00000000   0.08103108
205126    123      0.0013413199   1.00000000    1.00000000   0.07062864
205126    124      0.0000324060   1.00000000    1.00000000   0.08230102
205126    125      0.0037746640   1.00000000    1.00000000   0.06904869
205126    126      0.0000507115   1.00000000    1.00000000   0.07634876
205126    127      0.0014325867   1.00000000    1.00000000   0.08741990
205126    128      0.0000189931   1.00000000    1.00000000   0.08679521
205126    133      0.0000000052   1.00000000    1.00000000   0.07313062
205126    134      0.0002916150   1.00000000    1.00000000   0.07379759
205126    135      0.0020516141   1.00000000    1.00000000   0.06704317
205126    136      0.0004228876   1.00000000    1.00000000   0.07364511
205126    137      0.0007643864   1.00000000    1.00000000   0.08642028
205126    138      0.0001517386   1.00000000    1.00000000   0.09351347
205126    144      0.0000295847   1.00000000    1.00000000   0.08422609
205126    145      0.0000426860   1.00000000    1.00000000   0.07587399
205126    146      0.0016106569   1.00000000    1.00000000   0.07531375
205126    147      0.0000160938   1.00000000    1.00000000   0.09201291
205126    148      0.0005720233   1.00000000    1.00000000   0.09233231
205126    157      0.0027615064   1.00000000    1.00000000   0.07294926
205126    158      0.0000820123   1.00000000    1.00000000   0.07510187
205126    167      0.0000820921   1.00000000    1.00000000   0.07374781
205126    168      0.0010920227   1.00000000    1.00000000   0.07772861
205126    201      0.0002382765   1.00000000    1.00000000   0.07516017
205126    202      0.0021181675   1.00000000    1.00000000   0.05790863
205126    203      0.0002272901   1.00000000    1.00000000   0.07591153
205126    204      0.0006533060   1.00000000    1.00000000   0.07611820
205126    205      0.0002407661   1.00000000    1.00000000   0.09234645
205126    206      0.0021986867   1.00000000    1.00000000   0.05906698
205126    207      0.0002378096   1.00000000    1.00000000   0.08090638
205126    208      0.0000016563   1.00000000    1.00000000   0.06709997
205126    209      0.0002285914   1.00000000    1.00000000   0.07687855
205126    210      0.0000048043   1.00000000    1.00000000   0.06629122
205126    211      0.0000019601   1.00000000    1.00000000   0.08252200
205126    212      0.0006536861   1.00000000    1.00000000   0.07572894
205126    213      0.0002408178   1.00000000    1.00000000   0.09248809
205126    216      0.0002382765   1.00000000    1.00000000   0.07516017
205126    217      0.0021192044   1.00000000    1.00000000   0.05739097
205126    218      0.0002276006   1.00000000    1.00000000   0.07717250
205126    219      0.0006533060   1.00000000    1.00000000   0.07611820
205126    220      0.0002407661   1.00000000    1.00000000   0.09234645
205127      1      0.0065474215   1.00000000    1.00000000   0.22586598
205127      2      0.0007316609   1.00000000    1.00000000   0.45550934
205127      3      0.0082622379   1.00000000    1.00000000   0.12838700
205127      4      0.0016226744   1.00000000    1.00000000   0.23261667
205127     61      0.0000955408   1.00000000    1.00000000   0.27923198
205127     62      0.0000456944   1.00000000    1.00000000   0.31470683
205127     71      0.0001237230   1.00000000    1.00000000   0.10549384
205127     72      0.0000317693   1.00000000    1.00000000   0.09605869
205127     73      0.0000010402   1.00000000    1.00000000   0.08715203
205127     74      0.0000748340   1.00000000    1.00000000   0.09198319
205127     75      0.0000467435   1.00000000    1.00000000   0.08669372
205127     76      0.0001148954   1.00000000    1.00000000   0.10007121
205127     77      0.0000151070   1.00000000    1.00000000   0.12509877
205127     78      0.0000379571   1.00000000    1.00000000   0.13269771
205127     81      0.0002806966   1.00000000    1.00000000   0.23041001
205127     82      0.0000807218   1.00000000    1.00000000   0.23620708
205127     83      0.0000006318   1.00000000    1.00000000   0.24096312
205127     84      0.0002145164   1.00000000    1.00000000   0.24246297
205127     85      0.0000924848   1.00000000    1.00000000   0.22947463
205127     86      0.0003246811   1.00000000    1.00000000   0.23092063
205127     87      0.0000471963   1.00000000    1.00000000   0.26129049
205127     88      0.0001157483   1.00000000    1.00000000   0.26780722
205127    111      0.0000773393   1.00000000    1.00000000   0.07154834
205127    112      0.0000010959   1.00000000    1.00000000   0.08585726
205127    113      0.0000777450   1.00000000    1.00000000   0.06400854
205127    114      0.0000089925   1.00000000    1.00000000   0.07149673
205127    115      0.0001246912   1.00000000    1.00000000   0.05991646
205127    116      0.0000209004   1.00000000    1.00000000   0.07094585
205127    117      0.0000510102   1.00000000    1.00000000   0.07798486
205127    118      0.0000076307   1.00000000    1.00000000   0.08818866
205127    122      0.0000066823   1.00000000    1.00000000   0.08217160
205127    123      0.0015401534   1.00000000    1.00000000   0.06715931
205127    124      0.0000296225   1.00000000    1.00000000   0.07979843
205127    125      0.0038362465   1.00000000    1.00000000   0.06949033
205127    126      0.0000469529   1.00000000    1.00000000   0.07501082
205127    127      0.0014537004   1.00000000    1.00000000   0.08328529
205127    128      0.0000176910   1.00000000    1.00000000   0.08802741
205127    133      0.0000000063   1.00000000    1.00000000   0.07315923
205127    134      0.0002549177   1.00000000    1.00000000   0.07237193
205127    135      0.0023230140   1.00000000    1.00000000   0.06965913
205127    136      0.0003697024   1.00000000    1.00000000   0.07464032
205127    137      0.0008703627   1.00000000    1.00000000   0.08512233
205127    138      0.0001327416   1.00000000    1.00000000   0.08837113
205127    144      0.0000346229   1.00000000    1.00000000   0.08309724
205127    145      0.0000413628   1.00000000    1.00000000   0.07666696
205127    146      0.0017381271   1.00000000    1.00000000   0.08065610
205127    147      0.0000156013   1.00000000    1.00000000   0.09525337
205127    148      0.0006137088   1.00000000    1.00000000   0.09029678
205127    157      0.0028137581   1.00000000    1.00000000   0.06884087
205127    158      0.0000753227   1.00000000    1.00000000   0.07381495
205127    167      0.0000752913   1.00000000    1.00000000   0.07342922
205127    168      0.0011673314   1.00000000    1.00000000   0.08188216
205127    201      0.0002381917   1.00000000    1.00000000   0.07554288
205127    202      0.0021260927   1.00000000    1.00000000   0.06178798
205127    203      0.0002279438   1.00000000    1.00000000   0.07578930
205127    204      0.0006536861   1.00000000    1.00000000   0.07572894
205127    205      0.0002407888   1.00000000    1.00000000   0.09243194
205127    206      0.0041766788   1.00000000    1.00000000   0.05595480
205127    207      0.0002279749   1.00000000    1.00000000   0.08141568
205127    208      0.0000296319   1.00000000    1.00000000   0.06879662
205127    209      0.0002434949   1.00000000    1.00000000   0.07972977
205127    210      0.0000916281   1.00000000    1.00000000   0.06464143
205127    211      0.0000381353   1.00000000    1.00000000   0.08027607
205127    212      0.0006533819   1.00000000    1.00000000   0.07634850
205127    213      0.0002418899   1.00000000    1.00000000   0.09045610
205127    216      0.0002381917   1.00000000    1.00000000   0.07554288
205127    217      0.0021279984   1.00000000    1.00000000   0.05772052
205127    218      0.0002282330   1.00000000    1.00000000   0.07696042
205127    219      0.0006537341   1.00000000    1.00000000   0.07564988
205127    220      0.0002407888   1.00000000    1.00000000   0.09243194
